test_id,ref_id,test_name,ref_name,similarity
52007,52007,shanghaiseaxuanwultdfreightyoubico,xuanwuyoubiseafreightshanghaicoltd,0.5238095238095238
29793,29793,companynationaloildistributioniranianproducts,nationaliranianoilproductsdistributioncompany,0.6078431372549019
19580,19580,koreancoltdpolishshpg,koreanpolishshpgcoltd,0.6521739130434783
49961,49961,pointliabilitylimitedcompanyhead,limitedliabilitycompanyheadpoint,0.6666666666666666
46869,46869,ticaretistanbulsirketipirlantlimitedkuyumculuk,pirlantistanbulkuyumculukticaretlimitedsirketi,0.7058823529411765
7919,7919,developmentforreliefandassociationsanabil,sanabilassociationforreliefanddevelopment,0.7333333333333333
40868,40868,companylimitedliabilityprepregdubna,limitedliabilitycompanyprepregdubna,0.8285714285714286
43252,43252,jointcompanyopenstocksudoremontniysudostroitelnozavodsamusskiy,openjointstockcompanysamusskiysudostroitelnosudoremontniyzavod,0.6571428571428571
21846,21846,llctradingmaiwandgeneralco,maiwandgeneraltradingcollc,0.6
50328,50328,companystockchernigovetsjoint,jointstockcompanychernigovets,0.6875
17870,17870,beattiemyriamdesusanabriones,beattiebrionesmyriamsusana,0.5625
7330,7330,internationalnederlandstichtingbenevolence,stichtingbenevolenceinternationalnederland,0.9047619047619048
29270,29270,andgrouptourisminvestmentchammuruj,murujchaminvestmentandtourismgroup,0.5609756097560976
25954,25954,raahbarsarirtrackingintegratedincsystems,raahbarsaririntegratedtrackingsystemsinc,0.6521739130434783
48690,48690,liabilitycartonandcompanyotradnenskayapaperlimitedfactory,otradnenskayapaperandcartonfactorylimitedliabilitycompany,0.6923076923076923
44078,44078,liabilitylimitedmetalsprocessingcompanyummcnonferrous,ummcnonferrousmetalsprocessinglimitedliabilitycompany,0.7288135593220338
30371,30371,famcodoodehsanati,sanatidoodehfamco,0.5789473684210527
51399,51399,cognitiveproductioncenterdesign,cognitivedesignproductioncenter,0.7575757575757576
46168,46168,yaghmourjihadshakermuhammad,yaghmourjihadmuhammadshaker,0.8518518518518519
43522,43522,llcarvancloudglobaltechnologies,arvancloudglobaltechnologiesllc,0.8709677419354839
47794,47794,limitedsinaratransautocompanyliability,limitedliabilitycompanysinaratransauto,0.7142857142857143
49388,49388,stockrusolovopubliccompanyjoint,publicjointstockcompanyrusolovo,0.5675675675675675
46688,46688,obshchestvotekhnologiipromyshlennyeaktsionernoe,aktsionernoeobshchestvopromyshlennyetekhnologii,0.7647058823529411
24392,24392,middleholdingsalafricainvestmenteast,africamiddleeastinvestmentholdingsal,0.6190476190476191
40822,40822,russulcompanyliabilitylimited,limitedliabilitycompanyrussul,0.65625
26144,26144,jhonanalexandermartinezurena,urenamartinezjhonanalexander,0.7333333333333333
50344,50344,gruppcompanykapitalliabilitylimited,limitedliabilitycompanykapitalgrupp,0.6923076923076923
21727,21727,binmohamedjediwanndymuhammad,jedimuhammadwanndybinmohamed,0.6129032258064516
41113,41113,computerlimitedholdingintelligentliabilitysystemscompany,limitedliabilitycompanyholdingintelligentcomputersystems,0.6774193548387096
43173,43173,researchenergyoftheofthesciencesrussianinstituteacademy,theenergyresearchinstituteoftherussianacademyofsciences,0.59375
12475,12475,ellissasocietegroupcongo,societeellissagroupcongo,0.6923076923076923
47251,47251,jointcompanystockquorum,jointstockcompanyquorum,0.5555555555555556
44218,44218,expertliabilitycompanylimitedimex,limitedliabilitycompanyimexexpert,0.6756756756756757
21569,21569,avilamonserratmariarocha,avilarochamariamonserrat,0.6923076923076923
45068,45068,limitedliabilitycompanymv,limitedliabilitycompanymv,1.0
48721,48721,indiaprivatelimitedportshippingzen,zenshippingportindiaprivatelimited,0.6842105263157895
52193,46648,liabilitycompanyinvestlimitedbr,limitedliabilitycompanyinvent,0.696969696969697
26201,26201,groupcorpriminvestments,rimgroupinvestmentscorp,0.5555555555555556
18950,18950,zonasapanamavidalibre,vidapanamazonalibresa,0.52
8595,8595,jaffarahmadmakkiabdullah,makkijaffarahmadabdullah,0.6923076923076923
31675,31675,oblastcommitteedirectorateaffairsbresttheofexecutiveinternalof,directorateofinternalaffairsofthebrestoblastexecutivecommittee,0.5584415584415584
9385,9385,descyorganizacionserviciosadministrativos,serviciosadministrativosydeorganizacionsc,0.7272727272727273
30887,30887,sharifrahimhamaniamathama,sharifniamathamarahimhama,0.6666666666666666
41861,41861,technologycolimitedkingpaihk,kingpaitechnologyhkcolimited,0.6451612903225806
23151,23151,marineltddawnmanagementco,dawnmarinemanagementcoltd,0.7037037037037037
23336,23336,companyabmcthaisouthsudanlimitedconstruction,abmcthaisouthsudanconstructioncompanylimited,0.7659574468085106
47936,51063,companyliabilitylimitedstelix,elitlimitedliabilitycompany,0.5625
40586,40586,elektroradioavtimatikaaktsionernoyepredpriyatievladivostokskoyeobshchestvo,aktsionernoyeobshchestvovladivostokskoyepredpriyatieelektroradioavtimatika,0.8904109589041096
51065,51065,futureglazingnvmanagement,glazingfuturemanagementnv,0.5862068965517241
16436,16436,industriesiranaviationorganization,iranaviationindustriesorganization,0.7575757575757576
32673,32673,eddysierramanuelarias,sierraariaseddymanuel,0.52
48729,48729,jinmingshenghklimitedcotechnology,jinmingshengtechnologyhkcolimited,0.5897435897435898
51229,51229,platformyiumnogoresheniyatsifrovyeaogoroda,aotsifrovyeplatformyiresheniyaumnogogoroda,0.6382978723404256
46785,46785,foreignjointcompanytradeelektronintorgassociationstock,jointstockcompanyforeigntradeassociationelektronintorg,0.6190476190476191
46657,46657,stockcompanyatomspetsprojectjoint,atomspetsprojectjointstockcompany,0.8787878787878788
44267,44267,stockbanklockocompanyjoint,jointstockcompanylockobank,0.4838709677419355
50367,50367,limitedcompanytvkliability,limitedliabilitycompanytvk,0.7142857142857143
23065,23065,ertebatrastafannengineeringcompany,rastafannertebatengineeringcompany,0.8285714285714286
9999,9999,rendonaldemarjoseramirez,rendonramirezjosealdemar,0.5714285714285714
50156,50156,apariciopedroinfantejose,infanteapariciopedrojose,0.6923076923076923
12841,12841,abdelezedinazizkhalil,khalilezedinabdelaziz,0.6521739130434783
30104,30104,shippingnoblelimitedcompany,nobleshippingcompanylimited,0.6129032258064516
25802,25802,firstlimitedislamicinvestmentbank,firstislamicinvestmentbanklimited,0.7714285714285715
45028,45028,companyinforionliabilitylimited,limitedliabilitycompanyinforion,0.7575757575757576
25640,25640,rastincompanyparsiankhadamat,rastinkhadamatparsiancompany,0.7333333333333333
44094,44094,gazneftemashfirmakommercheskayaliabilityproizvostvennayacompanylimited,limitedliabilitycompanyproizvostvennayakommercheskayafirmagazneftemash,0.7402597402597403
11477,11477,cambioscvsaenconsultoriafalconde,consultoriaencambiosfalconsadecv,0.5
42097,42097,metalloinvestcompanymanagementllc,managementcompanymetalloinvestllc,0.8235294117647058
39960,39960,foralkhobaraaccountingauditingandstudies,alkhobaraforaccountingauditingandstudies,0.8378378378378378
48746,48746,jscgrouppostprocessorconsulting,jscconsultinggrouppostprocessor,0.7575757575757576
47231,47231,zeenitanddmccsupplytrading,zeenitsupplytradingdmcc,0.6071428571428571
47970,47970,threeagrocompanyliabilitylimited,limitedliabilitycompanythreeagro,0.6857142857142857
52659,52659,jointstockcompanyantares,jointstockcompanyantares,1.0
50408,50408,ooofioktelepemezhregionstrojmagyarorszagi,mezhregionstrojooomagyarorszagifioktelepe,0.7333333333333333
45861,45861,otvetstvennostyusogranichennoirusavtomatikaobshchestvo,obshchestvosogranichennoiotvetstvennostyurusavtomatika,0.7735849056603774
18210,18210,transportmaritimeforsyriangeneralauthority,syriangeneralauthorityformaritimetransport,0.7333333333333333
28655,28655,saturnoasiscolimited,saturnoasiscolimited,1.0
37006,37006,oglysadygovkamilfamil,sadygovfamilkamilogly,0.4782608695652174
25646,25646,decabancointernacionaldesarrollo,bancointernacionaldedesarrolloca,0.7647058823529411
9995,9995,carlosarturorestrepopatino,patinorestrepocarlosarturo,0.7777777777777778
42677,42677,stockpubliccompanyconsultingjointtyazhpressmash,publicjointstockcompanytyazhpressmashconsulting,0.6363636363636364
16181,16181,riveracvinmobiliariadesamaradiaga,inmobiliariariveramaradiagasadecv,0.6216216216216216
49436,49436,limitedliabilitycompanyundytkan,limitedliabilitycompanyundytkan,1.0
17187,17187,intheofjerusalemenvironsmujahidincouncilshura,mujahidinshuracouncilintheenvironsofjerusalem,0.6226415094339622
50811,50811,kompaniyaaktsionernoestalepromyshlennayaobshchestvo,aktsionernoeobshchestvostalepromyshlennayakompaniya,0.7962962962962963
48317,48317,melodypvtshipmanagementltd,melodyshipmanagementpvtltd,0.6551724137931034
52617,52617,coltdshenzhentechnologyyishengdainternational,shenzhenyishengdainternationaltechnologycoltd,0.7555555555555555
36044,36044,unitedcentralcorporationjscdesignbuildingaysbergshipbuilding,unitedshipbuildingcorporationjscaysbergcentraldesignbuilding,0.6774193548387096
27322,27322,abdullahabualbarnawiibnumar,albarnawiabuabdullahibnumar,0.6666666666666666
11186,11186,carvajalbarrioshugoarmando,carvajalbarrioshugoarmando,1.0
36040,36040,researchcompanyanddesignbureaujointonegatechnologicalstock,jointstockcompanyresearchdesignandtechnologicalbureauonega,0.5555555555555556
38139,38139,jointcompanytechnologyelektronikacenterstockdesign,jointstockcompanydesigntechnologycenterelektronika,0.6101694915254238
9403,9403,cambiosdepalmillasacv,cambiospalmillasadecv,0.52
48742,48742,impexihracatdissirketiticaretvelimitedalphaithalat,alphaimpexithalatveihracatdisticaretlimitedsirketi,0.6271186440677966
17810,17810,gustavolopezgonzalezenrique,gonzalezlopezgustavoenrique,0.6666666666666666
50915,50915,servicestocktorgovlyajointpriborycompany,jointstockcompanypriboryservicetorgovlya,0.5833333333333334
40657,40422,2enterprisenomining,miningenterpriseno1,0.7
